text,label
"Así da gusto estar rodeado #Instagram #Instagood #Instalike #Follow #Followme  #Follow4follow #Followforfollow #Madrid  #amazing #juanemilioma
#food  en Icon Club Madrid https://www.instagram.com/p/BnL2xjQBOIP/?utm_source=ig_twitter_share&igshid=17qhhal5swscv …",0
"#tip
 Comer un paquete de semillas de girasol y después 2 o 3 vasos de agua te reduce el hambre. 
#nomasgorda #thin  #thinspo",1
"Uno de los lugares más íntimos y acogedores!
Disfruta realmente de tu pausa para comer sin interrupciones y con toda comodidad!
#BarRestauranteConverso #leonesp #burguer #hamburguesa  #slowfood #menu",0
despues de la pizza me hago friend de ana y mia #pizza #ana #mia  #princess https://instagram.com/p/0jNebDqqQp/,1
Costillar con patata y zanahoria morada todo cocinado a baja temperatura! Sano y riquísimo! #lifestyle #estilodevida  ing,0
"Horrible me queda el uniforme y encina se achico xD 
Mañana a empezar de nuevo  (?
#SeguimeYTeSigoEnSegundos
#LunesDeGanarSeguidores",1
"Tip para bajar de peso:

Enférmate de diarrea.",1
"Y no me interesa vomitar hasta los intestinos con tal de ser como ellas ♡♡
  #HastaLosHuesos",1
"¿Se puede comer sano sin dejar de salir en #Fallas o fiestas populares? ¡Se puede! Nuestra nutricionista Arancha Navarrete nos da algunos consejos para conseguirlo 

#ConfíaEnSanus",0
grupo de whatsapp mandar numero por direct con el código de tu país https://www.instagram.com/p/BBiH_4zBFOK/,1
"Y seguiré avanzando para acabar con esta MIERDA o al menos tenerla controlada. 
 #Anorexia  #proana #promia http://ow.ly/wUWj305XOK8",1
"Brócoli de ayer y dos filetes de pescada. Agua siempre para beber. Práctico, sano y buenísimo.

#Sevillahoy #dietistanutricionista #Salud #SaludyBienestar #Saludable #nutriciondeportiva  #Andalucíahoy  #Salud
#saludable life #healthy #HealthForAll",0
ES EL BLOG DE UNA COMPAÑERA MUY BIEN ECHO.  http://anaymiasiexisten.blogspot.com.es/    #Anorexia #Bulimia,1
"Lunes de receta. ¡Y de aventarse unos tacos! Pido perdón a los mexicanos por acá si la receta no es 100% ortodoxa, pero el taco ya es universal. #tacos #comidadeverdad",0
@rzavala90 pero de verdad es penoso ver como se destruyen a si mismos y atentan contra su vida,1
"#moda #dj #music #mexico #tattoo #ink  #musica #argentina #plur #rave #latín #dance #artist #art #techno #techhouse #latino en Distrito Federal, Mexico https://www.instagram.com/p/BvQMqywAbN3/?utm_source=ig_twitter_share&igshid=13rr5i5un17eo …",0
"CLIC AQUI https://buff.ly/2JjUrfJ 
Precio de la #oferta EUR 154,72 Envío GRATIS. Ver detalles
Ahorras: EUR 75,28 (33%)
Sony SRSXB41B - Altavoz portátil
    50 opiniones de clientes  
#OFERTAS #FelizSabado #GHDU16M #promociones #fotografia #LaMejorCancion90 #Musica",0
"- Su estómago no tiene fin, está conectado con el vacío del universo.",1
"Ahora cuenta más la apariencia física q la inteligencia, vigila las conductas de tus hijos  #bulimia #anorexia #Arroyomolinos",1
"""TODOS DICEN QUE ESTOY LOCA SI ES ASI AMO MI LOCURA""  #chicasolitaria",1
"Y ayer también me dio tiempo a preparar pan de espelta. Esta vez, en bolsa. Lo tradicional también se lleva. #pandeespelta #pan #bread #espelta  #comidacasera #pancasero en… https://www.instagram.com/p/BtjliGSgpiw/?utm_source=ig_twitter_share&igshid=i96pc8jnpbg4 …",0
"Y ya vemos por donde van los tiros: Te enseño continuamente aberraciones contra el paladar (y tu insulina) y luego te digo lo buenísimo que es este tratamiento de belleza. OJO,  no tengo nada contra ninguna de las dos cosas, pero es que este caso... ¡En fin!",0
"Un día en mi dieta - Mi menú vegetariano  https://www.calisthean.com/menu-vegetariano-un-dia-en-mi-dieta/ …
ing",0
"#fideos y #papas con un poco de #sopa .... #vegan #pasta with #potatoes .
.
.
.  #foodpic #tasty  #calories #foodoftheday #instagood #healthyfood #food #foodgram #photooftheday #foodlover #vegetarian #yummy #instafood #goodfood #foodporn #calori… http://bit.ly/2ROL1Mj",0
"Feliz sin gluten!
Feliz sin lactosa! 
#sinazucares #sinlactosa #pansingluten #pan #vegano #vegetariano #felicidad #natural  #instafood #instaglutenfree… https://www.instagram.com/p/Bn8t50qBAH7/?utm_source=ig_twitter_share&igshid=zqd7syqt4nv8 …",0
"¡Es innegable que para tener un cuerpo y una mente sana hay que vivir de forma saludable! ...
.
#salud #saludable #fit  girl #gym #gymnutrition #gymlife #centrofitness… https://www.instagram.com/p/BvKHRw3Bfe_/?utm_source=ig_twitter_share&igshid=ddpqbsrymiyt …",0
nadie dijo que seria facil ser una princesa #thinspo #proana #anorexia #thin,1
"Relojes multifuncionales para los que quieren mucho más que ver la hora.
.
Modelo: UMB082-3
.
.
.
#UmbroWatches #BestEver #Umbro  #Reloj  #Relojes  #Watches  #Moda  #Fashion  #Style  #Outfit  #InstaWatch  #WatchMania    #WatchAddict  #Details  #Estilo  #WatchLover  #…",0
"Mí estómago está hinchado de tanto vomitar, me duele la cabeza y la garganta me arde cada vez que trago saliva. Todo por romper una simple regla. #dejardecomer  #vomitar #NoPainNoGain",1
Desde que Messi dejó de vomitar no ganan nada importante,1
La Otakufansite sin Fanservice no es la Otakufansite . En un rato en directo en la Loli morada . #otaku #otakufansite #youtube #twitch #anime #manga #fit  #motivation #natural… https://www.instagram.com/p/BvZeafqh5cU/?utm_source=ig_twitter_share&igshid=107hy1yen0xtd …,0
Mejorando el pace por medio minuto.. Excelente #workout #fit  #saludable #salud #runner #running #correr #health #panamarunners #BoldRunners #Panama https://www.instagram.com/p/BvP8vCyHYrv/?utm_source=ig_twitter_share&igshid=i6ietp64rekx …,0
"Mi opinión sobre el Real Food en un nuevo vídeo en mi canal https://youtu.be/_ZofUWtNHIM 

  #ciencia #divulgación",0
"Comida fácil y con buen sabor.
El horno siempre reales el sabor de los alimentos.
Pollo de corral
Patata, calabaza, pimiento y cebolla  + especias a tu gusto.
#lunchtime … https://www.instagram.com/p/BuHHjiGBB3c/?utm_source=ig_twitter_share&igshid=6tt4a99gtxhi …",0
#Thinspo para esta mañana de jueves.  #Thinspiration #Skinny,1
"""muy lejos de la perfección.  """,1
Las primeras semanas siempre vomito  #Tips #Facts @MelriaDemasiado,1
"Una sopa de galeras como sugerencia fuera de carta es algo que dice mucho del establecimiento. 
Reservas al  856 13 63 10.
.
.
.
#restaurante 
#gastronomia 

#queso
#comidasana
#branding
#jerez
#cocina 
#food
#foodie 
#tapas #recetas #jamon #foodpics",0
"La puta madre quiero morirme subí un kilo, ahora pero 64 que alguien me de un tiro en la cabeza.
#RexyBill",1
"Siempre hay opciones adecuadas cuando se sale a comer, solo has de querer buscarlas. 
#lowcarbdiet #alimentacionsaludable   #adelgazar https://www.instagram.com/p/BqeoA3hFR43/?utm_source=ig_twitter_share&igshid=1y0fnnwy8bv3z …",0
"Hola. Princesas. 
Alguien. Para. Hablar.",1
"La 1ra foto es de marzo, la 2da de junio y las ultimas de noviembre. Poco a poco",1
"Buenooos dias!!! 
Los Domingos no se inventaron para cocinar ni quedarse en casa!! Hoy con el dia fresco, ya estamos haciendo nuestros deliciosos guisos caseros . 
Te esperamos!!!
.
.
.
.
#FelizDomingo #Málaga #Torremolinos  #CambioDeHora",0
"Frittata de queso ricotta, champiñones y espinacas baby https://ift.tt/2Vii0a0  #mycook #foody  #verduras #recetas",0
Alimentos que consiguen acelerar tu metabolismo #Bikeandfitness #Comidassaludables  #Metabolismo #Nutrición #Recovery https://bikeandfitness.es/?p=2186,0
"Espectacular nuestro #solomillo a la plancha, pídelo con salsa #cabrales o a la #pimenta   #saludable #sinfiltros  #madridrio #arganzuela",0
"Simplemente feliz haciendo lo que tanto amo y mi decisión de ayer me liberó
.
#sabadoDeGym  #Motivacion #Inspiracion 
#SimplementeFeliz https://www.instagram.com/p/BvEzVW4nnuBm2TArvzc2H-Gfowz6eBjWLdM_-s0/?utm_source=ig_twitter_share&igshid=kbrctrf2jn3f …",0
Hoy sólo seré feliz,1
"Exprimiendo lo último de la semana! 
100% N A T U R A L E S #eyespop 
#comidadeverdad #solofruta  #juanita #naranjaypepita",0
"#bajardepeso  Orégano: propiedades, beneficios y su uso en la cocina",0
"Huevo Frito en mantequilla con pan de @mjburastero 's coconut & chees bread

@MetodoGrez #keto #lowcarb #lchf",0
son parte de mí.,1
"""Tengo una enfermedad mental, un trastorno de la conducta alimentaria""

http://ow.ly/Aebh305eVr2  #anorexia #bulimia  #delgadez",1
Yo creo que es hora de llamar a mis amigas dedo índice y dedo medio #zikezi  #obesa,1
ojalá adelgazar fuera tan rápido como engordar  #anorexia #bulimia #bulimicgirl #TCA,1
"Desayuno potente para tener un gran día .

#vitaminas #greenfood  … https://www.instagram.com/p/Bhvl1ablBYj/",0
Quiero una minuta con limon y fresa,0
"¿Sabías que las judías mal cocinadas pueden llegar a ser tóxicas? Pero si tenemos cuidadín, ¡Son exquisitas y sanísimas! Hazte un experto con https://gardeneas.com/  #judias #verdura  #healthy",0
Las señales que pueden ayudarte a identificar la #bulimia #Mia  #trastornoalimentario #atracones #vómitos,1
#bajardepeso  Vitíligo: cuando la piel comienza a perder su color. Sus causas y posibles soluciones,0
Nadie nunca dijo que llegar a ser princesa seria fácil,1
Me da asco esta sociedad en la que lo saludable es mal visto y donde las mujeres NORMALES siempre tienen que mentir sobre su peso.,1
"Seguí, no desistas, al final te espera un gran premio: tu salud 

#motivacion #nutricion #medicina #saludable #salud #healthy   #noesdieta #healthylife https://www.instagram.com/p/Bpm9_ldBAq_/?utm_source=ig_twitter_share&igshid=nu94emlor7hg …",0
Ya lista para su clase #immortalkick nuestra Bella #coach  @jezguzman1 somos #energiauniversal,0
"#sociedaddemierda  #perfect
Que irónico, la sociedad nos enseña unos cánones de belleza y a la vez nos critican por seguirlos.",1
No puedo esperar a llegar a casa y comer todas las empanadas que me quepan  #happyfood,0
"y lo del  pues si lo haces en plan pa chulearte mal tt, que la cosa esta en superarte a ti mismo no eb demostrar que haces cosas",0
Estos días e pensado que para motivarme necesito subir una foto mía para así recibir sus críticas ¿Que os parece? #fat #gorda  #thinspo #thinspiration #proana,1
Quedamos o qué? Hehehe  #beautiful #portrait #body #2019 #modeling #me #cute #selfie #march #colorful #vlogger #eyes #model #friends #contrast  #thursday #hair #cute #girls… https://www.instagram.com/p/BvRbPxlA7j1/?utm_source=ig_twitter_share&igshid=10k4luipmtpkk …,0
"Te invito a que te suscribas a mi canal  de YouTube  https://www.youtube.com/channel/UCE1YhebTGfwM4LGFwDw8dcw … , Gracias #instadaily #travel #life #cute  #nature #beauty #girl #fun #photo #amazing #likeforlike #instalike  #Selfie #smile #me #lifestyle #model #follow4follow #music #friends",0
quien dijo que no lo sos?  #SuicidBoy #Sad #Depresión,1
"Salmón a la Plancha con salsa de crema de lecje, queso parmesano y champiñones.

Acompaña repollo de Bruselas y Brócoli horneado y ensalada de tomates Cherry, cebollín, palta/aguacate y dientes de dragón.

Una cosa poca

@MetodoGrez #LowCarbChile #keto #lchf",0
"#DíaInternacionalDeLaLuchaContraLosTCA
Sin filtros contra la #anorexia ante la ausencia de una regulación estatal que proteja a los #adolescentes en la Red
https://politica.elpais.com/politica/2017/11/29/actualidad/1511982777_313779.html?id_externo_rsoc=TW_CC … vía @el_pais

#TCA #Bulimia",1
"Quiero enamorarme de mi, admirar cada parte de mi cuerpo.Hasta estar como deseo. Hasta sonreír frente al espejo :')
#ProAna  #Skinny",1
#BESTIA_Treinos turno 15:30hs en #terremotommagym #sumate #sisepuede #seentrenafuerte #training #treino  motivation #comodororivadavia #chubut #argentina addict gear girl goals #inspiration #motivation #freedom #style #life,0
"Verga!
Ayer salí con mis amigas y trague como una cerda, y lo peor como vomitarlo en un lugar así...
#gorda",1
"Batido de verduras crudas: zanahoria, cebolla, pimiento rojo y aguacate + sal, aceite de oliva virgen  extra y vinagre de Jerez   er ing https://ift.tt/2uh5ewJ",0
La cena de los campeones #cenasaludable  https://www.instagram.com/p/Bste-6KnT99/?utm_source=ig_twitter_share&igshid=f1tziaqacgyj …,0
"Peso Muerto con #TrapBar 3x10 con 105kg
#Entrenamiento #Fuerza #Salud  #SobrePeso #Obesidad #Embarazo #PostParto #AdultosMayores #EntrenadorPersonal en San Isidro, Buenos Aires https://www.instagram.com/p/BvNF4FTnJO6/?utm_source=ig_twitter_share&igshid=6tkivlotljkm …",0
"Querida #princess. Sé que en el fondo querés dejar a . ¿Te digo algo? 30% lo logra. Sos fuerte y hermosa, y Jesús puede ayudarte.",1
"""Es el nuevo gurú de las top models, ¿sabes por qué? Porque si sigues sus pautas conseguirás una silueta esbelta y fuerte en dos semanas"". @cuore recomienda ""El método Sakuma"", de Kenichi Sakuma, el último ""bestseller"" que viene de Japón. 
https://bit.ly/2T8ZNij",0
"Toda la razon del mundo  

#health #healthy #healthycare #dieta #diet #comida #comidasana #food  #lamejordieta #salud #saludable #alimentacion #tumblr #healthylifestyle… https://www.instagram.com/p/Bpsen1bnd-1/?utm_source=ig_twitter_share&igshid=1ihekk1r02z0v …",0
same pero no he cenado ni comido,1
"Hoy me tocó pesarme.
400gr menos

#anaymialifestyle  #anaymiaforeverfriends #anaymiaarequeen #anaymiaporsiempre #anaymiatips #thinsp0 #collarbones #thighgaps #skinny #diet… https://www.instagram.com/p/Bujn2nmgWUU/?utm_source=ig_twitter_share&igshid=tr95s82bs55z …",1
"#anorexia #bulimia  de los pocos documentales que vale la pena ver, Refleja tal cual el problema #",1
Los findes toca desayuno nutritivo!!  #eatrealfood  ing er #healthyfood #vidasaludable #vivesano #comidaspvn #healthylife #vidasana #desayunospvn… https://www.instagram.com/p/BpeUOHYHjrh/?utm_source=ig_twitter_share&igshid=8hvmstucuozt …,0
Pero mañana saldre a correr 5 am todo sea por ser delgada  #proana #promia,1
COMENZAMOS UNA NUEVA SEMANA EN LA CARRERA http://noeatbyme.blogspot.com/2014/09/tercer-semana-de-la-carrera.html …  #proana #promia #coldprince,1
"Cazuela de arroz caldoso con gambas y navajas, con nuestro arroz bomba
°
°
°
#delaolmeda #arrozbomba #arrozcaldoso #arroz #cazuela #comidaespañola  #españa",0
"@verdemental @980976768 @pauponi @_MigueO a mi no me gusta el helado napolitano, perdón #solocomodato #ahok #emo",1
A comer !!!!! Que os parecen estás papas con choco !!! Están ricas ricas !!! #YouTube #vlogger #familiamolona,0
Aprendiendo un poquito de yoga en @SportsWorldMex  #gymit #relaxtime  #fitbabe,0
El #hambre feroz es uno de los efectos secundarios al ver nuestros #platos...  #calamar #sano,0
"¿Y tu en que trabajas?
#activandolaprimavera 
#suplementos  #dieta #enforma #bodybuilding #bodybuildinglifestyle #gymmotivation   #radiofitness 
http://www.nutricion.fitness",0
"Croquetas de jamon.
Os las enseñó por dentro. 
#croquetasdejamon #croquetas #caseras #buenas #divinas #ensupuntodesal  #realfooder #somosloquecomemos #ricoysano #noesdieta #hungry #yummy #instadelicious #delicious #foodtruck #instaeat #gourmet #instafood #tasty #foodie",0
"necesito que la vida pase rápido 
  #bulimia #bulimicgirl #bulimic #bulimianervosa #anorexia #anorexiaeetclub #anorexiarecovery #anorexic #proana #promia",1
Cuarto dia de Ayuno  dale que se puede!!!!!,1
"Ser...
Empezar en mí.
Posesión NO es amor.
#AMOMIPROFEsión #Counseling  #Gestalt #Mindfulness #MueveMente en Morón, Buenos Aires https://www.instagram.com/p/BvMHOLGg_xu/?utm_source=ig_twitter_share&igshid=zq8ihhmnu64e …",0
Se me notan :) wii,1
"¿A qué esperas para cuidar tu alimentación? No es algo que puedas ¡dejar para mañana!. 

Entra en LaDispensa y descubre todo lo relacionado con la mejor nutrición http://ow.ly/Fhma30kPffA  

#food #comidasana  #healthylife #healthyfood #lifestyle",0
Algún grupo de whatsapp #proana  ?? Repórtense princesas :),1
"El trabajo en equipo siempre traerá grandes resultados. 
•
•
•
 #crowd #toptags #score #sports  #gym #train #health #sportsbrav #winner #trainers #best #trainstation #somuchfun… https://www.instagram.com/p/BvMcygxF4PV/?utm_source=ig_twitter_share&igshid=i606dpkwsgu5 …",0
Estúpido reflejo no me deja vivir esta absurda obsecion no me deja ser feliz,1
Ganarás más siendo honesto: http://chulucanasgym.blogspot.com/2017/02/financiando-tu-carrera-deportiva-11.html?spref=tw … #auspicio #fisicoculturismo,0
DONT BORRY BE HAPPY !!!!!,1
"El secreto para conseguir todas tu metas es estar comprometido. 

#mensphysique #strongman  #aesthetic #gym #taurusgym #teamcartayaifbbpro en Taurus Fitness Company https://www.instagram.com/p/BvNxTuklyQy/?utm_source=ig_twitter_share&igshid=1piva7sikt2ze …",0
"Hola!! Os dejo por aquí enlace a la sesión de batch cooking para la próxima semana. Nosotros intentamos comer sano en casa,y vosotros? 
http://www.realbatchcooking.com/batch-cooking-de-tortilla-de-habas-bacalao-en-salsa-americana-pollo-en-salsa-de-yogur-setas-y-brocoli-en-salsa-americana-crema-de-calabaza-con-queso-de-cabra-hamburguesas-de-garbanzos-y-calabacin/ …
#batchcooking #comida  #HealthyFood",0
"Creo que el que no lo sufre no sabe de lo que se trata, no es tan sencillo como parece",1
"Quieres algo rico y rendidor? Combina camarones con verduras, Camarones con calabacitas

http://ow.ly/KVcO30nJuLW 

#cocinafacil #comersano #healthyfood #foodporn #food #foodie #foodgasm   #instafood #recetasrapidas #recipe #recipes #recetas #comidamexicana #mexicanfood",0
"No sabéis que merendar?
Por mayoría absoluta os dejo mi adaptación de la receta de @PlanetaHuerto de TORTITAS O PANCAKES DE TRIGO SARRACENO
Como veis al más estilo americano pero súper saludables 
  #glutenfree #vegan #tortitas #pancakes #trigosarraceno",0
"Queremos salir de lo común y crear nuestro propio estilo, pues sabemos que a las mujeres nos encanta sentirnos únicas.
 #Runing #Gym #Deporte #Crossfit  #VidaFit #Zumba #RopaDeportiva #Licra #Top #SanCristóbal #Venezuela #Cúcuta #Colombia #24Mar
.",0
No acostumbro a ser grosera pero puta madre estoy subiendo de peso  #anamia,1
"Sistema de Entrenamiento en Suspensión 
.
.
.
.
.
drb_fitnessok 
 Kit completo con manual de ejercicios. 
 #gym #drb #trx en Tengo Tenis https://www.instagram.com/p/BvNX9pvBRRS/?utm_source=ig_twitter_share&igshid=1pwp4fxhw9fi5 …",0
"La espirulina se usa como un complemento alimenticio. Dentro de una dieta equilibrada y con ejercicio físico bajas de peso rapidamente.
¡¡Comprar ahora!!
    
https://www.kichink.com/stores/lefit 
Venta de mayoreo y menudeo. 
#loveyourbody #lefitgel  #gymmotivation #gym",0
"Hoy pan casero, tocaba hacer #pan  ¿Te apuntas al desayuno?
Estoy cortando jamón y queso... 
Feliz domingo  .
Espelta 10 %, resto trigo  y mm.
#yopanarra #pancasero",0
"No es un tranpantojo al uso, pero la próxima receta de #RecetasEnLosBares se le parece y os va a apetecer probarla. ¡Os podéis imaginar por qué! . Un auténtico #manjardereyes grabado en un restaurante de #Leonesp. ¿Adivináis en cuál?
#LasRecetasDeHijolusa  #gastronomía",0
Magdalenas caseras de arándanos https://ift.tt/2QTw20i  #dietamediterránea   #comidadetemporada #comidadeproximidad #MásMercadoYMenosSupermercado,0
"Rodéate de Personas Maravillosas, que te impulsan a seguir.
Es lo mejor que la VIDA te puede DAR..
#Motivation #Aguascalientes #Cardio #Mexico #PerformanceTeam #YoSoyKamakanDgo … https://www.instagram.com/p/BvUa8wmhXae/?utm_source=ig_twitter_share&igshid=174hve25snuz1 …",0
"Pollo con cerveza, setas, verduritas y tomillo 
Es la cazuelita que hacía chup-chup el otro día y nos lo hemos comido hoy 
.
¡No ha sobrado nada! 
Subiré la receta al blog en breve ¿la quieres? Si o si? 
.
#chupchupchup #comidasana   #comerbien…",0
"He hecho caponata -especie de pisto italiano, o algo así, no @annalcmayer?- y está buenísimo.

#tupper #italianfood  #homemade #MD5 #cooking #verduras",0
cuarto alfajor del día #abzurdah  #thinspo,1
Se que odias con dolor que tu cuerpo sea así.,1
"¿Tu fin de semana ha sido sedentario y has tenido una dieta poco saludable?   

Te lo ponemos fácil, ¡te ayudamos a conseguir una rutina sana! 

Solicita una prueba de entrenamiento gratuita en el centro Sano de tu ciudad aquí   http://www.sanocenter.es 

#Salud",0
"Miles de tortillitas de camarones salen de nuestro obrador a diario. Todo artesanal, pura tradición y calidad. Al enlace.
#food #foodporn #foodie #cadiz #pescado  #comidasana #pescaitofrito #tortillitadecamarones #camaron
http://mtr.cool/lkpooxu",0
"Retweet if you are proana ana like if your not 

#proana #thinspo #bonespo #edlogic  #anamia #thighgap #legspo #fatspo #meanspo",1
"Mirad qué idea os traigo para el #aperitivo  

#vegetarian #vegetarianfood #vegetarianrecipes #foodlovers #healthyfood  #cheeselovers #goatcheese #verdequetecomoverde #recetasvegetarianas #tomate #queso #quesodecabra #domingo",0
"La comida es como el arte, por eso solo debe admirarse.",1
Comida... pero de verdad!!! #todaslasmadres  ¿¿¿Mamá???  https://www.facebook.com/404724229542278/posts/2519902691357744/ …,0
"NO SON PAPAS FRITAS!

Costillar de Cerdo al horno, zapallos italianos/Zucchini horneados y salteados y en saldada de tomates con cebolla morada (AKA ensalada a la Chilena)

@MetodoGrez #keto #lchf #lowcarb",0
I just want it to be perfect :s #LIES,1
"No puedo dejarlas, me aferre a ellas como a nadie  #ParaSiempre.",1
Menús para la semana del 1 al 7 de octubre de 2018 https://ift.tt/2zsDAAC  #dietamediterránea   #comidadetemporada #comidadeproximidad #MásMercadoYMenosSupermercado,0
Un día eres joven y al día siguiente estás comprando moldes para hacerte tu propia  y todo por culpa de @nutri_rivers,0
Cada dia es un reto,1
"Quiero estar perfecta para cuando comiencen las clases 
#goals  #adelgazar #perfect #thinspiration #skinny #thin #beauty",1
SORRY I'M NOT PERFECT PERO AL MENOS LO INTENTO  #yapocoparaserperfecta #meta30KILOS O MENOS!!!!,1
"A todas aquellas personas que ya están de vacaciones, ¿por qué no se animan a hacer está mousse de cacao y avellanas? 

Sirve tanto para desayunos, almuerzos y meriendas y, además de estar deliciosa, es saludable.

Receta completa: https://www.instagram.com/p/BlpwsTjHHA3/?taken-by=inutralia …",0
"Puro love con este wrap de Onze, ideal para comenzar bien #Felizlunes #TownCenterCDE #Caesar #iloveonze #Panamá  #Eatmoregreens #Healthyfood",0
"¿No has hecho tu reservación?  
Marca al número: +52 (646) 156-8046 
Visita nuestro sitio web: https://www.parcela70.com/es/      
 #ComidaGourmet #Restaurant #Restaurante #RestauranteMexicano #Comidas #Ensenada #CopaDeVino #ValleDeGuadalupe #ViñedosMexicanos",0
#princess  #perfect #l•o•v•e,1
"¿Alguien quiere una zanahoria? 
Verduras Eco. 
Verduras Bio.
Verduras Felices 

#superdaludables #vegano #vegan #veggie #comidavegana   #vidasana #zanahoria #salud #saludable #cremasdeverduras #vegetable er #superalimentos #healthy #healthyfood",0
"La Dieta Mediterránea, clave para retrasar la aparición de la enfermedad de Alzheimer https://ift.tt/2PUPFbj  #dietamediterránea   #comidadetemporada #comidadeproximidad #MásMercadoYMenosSupermercado",0
"Albóndigas a la jardinera. 
Una comida muy buena.... acompañada con una patatas fritas y una rica salsa de cebolla y guisantes. 
#comida #albondigas #cebolla #guisantes #patatas #patatasfritas 
 #realfooder #somosloquecomemos #ricoysano #noesdieta #hungry #yummy",0
"Tomate frito casero y 100% natural  ideal para:

Pizzas
Pastas 
Pistos

Disfruta del sabor más casero de #CastillaLaMancha 

http://bit.ly/2NeR1eR 

#Sabor #tomatenatural #organico #comidasana",0
"Entérate como bajar de peso rápido
dándole click aquí https://www.youtube.com/watch?v=dtdLEQamxPI …

 SUSCRIBETE AL CANAL
https://www.youtube.com/channel/UCLa37XeUF1S1bXqCO4LKIsw?sub_confirmation=1 …

#23Mar
#NEYTVMEDIA #NEYTVSalud  #Salud",0
"Norex Anfepromona un potente medicamento para dejar de comer en exceso
ADELGAZA SIN HAMBRE
#TusClásicos #SabadoDeGanarSeguidores #EsPuenteYTodos #bellezasuperior
#TwitterBestFandom
#SoompiAwards
#ConvoyVL19
#20anosVL19 #Tampico #Dieta #Obesidad #Madero #Tamaulipas #Fit",0
"#Repost @m_entrenamiento
•  •  •  •  •
Consejos para que te sientas mejor. Etiqueta un amigo/a  ⠀ 
#VidaSaludable #Ejercicio es #Vida   https://www.instagram.com/p/BpzJS8fBAMb/?utm_source=ig_twitter_share&igshid=e3unco4fu20r …",0
"¿Comenzamos el otoño cuidando nuestro cuerpo y nuestra salud? Busca un fitness global, el cuerpo humano necesita fuerza, potencia, agilidad, resistencia, coordinación, etc, no un fitness especializado. er  #lifestyle #estilodevida #puravida",0
Tercer dia de dieta... con ana! Yay!  #proana #weightloss,1
Cuando llevas re manija dos dias y hay q bajar a las trompadas #stoned #coldprince   #proana #promia #anorexia #bulimia #cocaine,1
Comenzaré con consejos para bajar de peso. Son muy efectivos si los siguen al pie de la letra.,1
"Hamburguesa con centro de huevo, con cebolla caramelizada, champiñones salteados, cherrys ,brotes y mix de verdes 
#lowcarb #keto #metodogrez  #lchf",0
"Cuando una tiene tiempo por las mañanas salen desayunos como estos .
Sábado de descanso y de disfrutar de mi gente  . ¿ y vosotros/as? 
#buenosdias #desayuno   #food #foodporn #ñam #instañam #health #manzana #granada #av… https://ift.tt/2qetIVj",0
RT @CarlaDiazyt: ayuno intermitente ¿funciona? | Carla Diaz TV https://youtu.be/AsQwftbXl-I  #adelgazar  #remedioscaseros #remediosnaturales #salud #belleza #metabolismo #gym,0
Entonces #prinss si tengo 20 años debo pesar 200 kg ¿O cómo? #ayuda  #staystrong,1
"Desayuno:

-1 vaso grande de agua
-yogur natural 125g con una pizca de cereal por encima 20g
-1 naranja 

 #ana #mia #dieta",1
"Tocino frito, palta con queso crema y toque de paté de aceitunas, diente de dragón con mayonesa casera hecha con aceite pepita de uva

@MetodoGrez #keto #lowcarb #lchf #paleo",0
Tener cuerpo de bailarina de ballet.  #Thinspo #Thinspiration #Skinny #Pretty #Ana #Mia,1
"Queremos salir de lo común y crear nuestro propio estilo, pues sabemos que a las mujeres nos encanta sentirnos únicas. #GigiTrajedeBaño #GigiSport #Runing #Gym #Deporte #Crossfit  #VidaFit #Zumba #RopaDeportiva #Licra #Top #SanCristóbal #Venezuela #Cúcuta #Colombia #21Mar",0
"Seguimos creando.
 Queso bresaliente 
Qué ganas tengo de ver algunas digitalizadas 
#pegatinasrealfooder para niños y para todos. Un punto por cada día que comas  y ganes a Matrix
Acumula #nutripoints 
#cuidate #nutricion",0
3 Ingredientes de cocina que desvanecen las cicatrices dejadas por el acné http://bit.ly/2CXMVPC   #recetas #Mujer  #Happy #Delicious #Beauty #Delicioso #acné #beneficios,0
¡Un brindis por el día en el que empecé a contar las calorías!   #fat #perfecta #TengoUnDeseoYEs,1
"CLIC AQUI https://buff.ly/2FnJyo8 
Precio de la #oferta EUR 18,79. Ver detalles
Ahorras: EUR 11,20 (37%)
Palo Selfie Bluetooth
   114 opiniones de clientes  
#OFERTAS #FelizDomingo #GHDUO24M #promociones #deporte #Musica  #Pangea2vs2",0
"#cuidatucuerpo  
Listos para Desayunar?? Ven a Nuestra cocina, organiza tús comidas de la semana o aqui podemos hacerlo por ti y disfruta de cada plato sin culpa y lleno de… https://www.instagram.com/p/Bl5MdU3gELK/?utm_source=ig_twitter_share&igshid=deo170yxpirp …",0
"@nutri_rivers y @SinAzucarOrg, ha sido plegarme a vuestras recomendaciones y adelgazar 12kg en 45 días. Y aún hay gente que lo critica!",0
Esto es tan cierto #sociedad   #anorexia #depresion #suicida,1
"Deseando de que me comprendan,",1
"El #TeamNemesys vuelve a la concha acústica del @parquegfm recargados con la máxima energía en su modalidad #NemesysChoreo quieres saber de qué se trata.? Asiste.!
Agradecidos con el staff de @starfitness.sk por la invitación 
Únete #Nemesys  #MartialArts #Venezuela",0
Pro pro pro .. my best friends,1
El desafío de flexiones de brazos que dura 10 minutos http://ow.ly/hht250nwXjb   #entrenamiento #workout #FelizMartes,0
